"pred1","pred2","pred3","pred4","pred5","pred6","pred7","pred8","pred9","pred10","resp"
2008,5,FALSE,216,623,0.364249578,0.279869067,0.644118646,"15.42494847",FALSE,FALSE
1998,15,FALSE,308,633,0.540350877,0.343598055,0.883948932,"15.60727003",FALSE,FALSE
2006,7,FALSE,264,671,0.437086093,0.309667674,0.746753766,"16.52356076",FALSE,FALSE
2011,2,FALSE,33,98,0.397590361,0.329896907,0.727487269,"13.10470844",TRUE,FALSE
2009,4,FALSE,226,630,0.4,0.272285251,0.672285251,"14.80876233",TRUE,FALSE
2012,1,FALSE,283,681,0.463175123,0.289317507,0.75249263,"13.09190417",TRUE,FALSE
2010,3,FALSE,42,69,0.626865672,0.333333333,0.960199005,"13.10318056",TRUE,FALSE
2012,1,FALSE,175,553,0.342465753,0.331481481,0.673947235,"13.10724974",TRUE,FALSE
2004,9,FALSE,278,725,0.433021807,0.333333333,0.76635514,"16.11809565",FALSE,FALSE
2008,5,FALSE,196,540,0.428884026,0.323308271,0.752192297,"15.87389865",FALSE,FALSE
2005,8,FALSE,312,643,0.515702479,0.326498423,0.842200902,"16.3412392",FALSE,FALSE
2004,9,FALSE,117,340,0.375,0.280966767,0.655966767,"15.20180492",FALSE,FALSE
2004,9,FALSE,12,74,0.181818182,0.23943662,0.421254802,"16.11809565",FALSE,FALSE
2009,4,FALSE,158,490,0.359908884,0.295833333,0.655742217,"14.51488829",TRUE,FALSE
2012,1,FALSE,59,183,0.355421687,0.296703297,0.652124983,"13.08154138",TRUE,FALSE
1994,19,FALSE,199,532,0.429805616,0.33655706,0.766362676,"17.21670794",FALSE,FALSE
2010,3,FALSE,98,343,0.325581395,0.273556231,0.599137626,"13.10785869",TRUE,FALSE
1996,17,FALSE,117,330,0.397959184,0.314814815,0.712773998,"15.91557131",FALSE,FALSE
2001,12,FALSE,270,701,0.42721519,0.313218391,0.740433581,"16.21340583",FALSE,FALSE
2012,1,FALSE,210,428,0.53030303,0.307328605,0.837631636,"13.08154138",TRUE,FALSE
2004,9,FALSE,79,196,0.448863636,0.324742268,0.773605904,"14.30101837",FALSE,FALSE
2007,6,TRUE,201,427,0.540322581,0.353808354,0.894130934,"15.12384338",FALSE,FALSE
2008,5,FALSE,113,470,0.277641278,0.272727273,0.55036855,"14.37512635",FALSE,FALSE
2009,4,FALSE,184,448,0.454320988,0.288939052,0.74326004,"14.73180129",TRUE,FALSE
2010,3,FALSE,102,328,0.341137124,0.26993865,0.611075774,"13.08777193",TRUE,FALSE
2012,1,FALSE,85,227,0.389908257,0.295964126,0.685872382,"13.08154138",TRUE,FALSE
2009,4,TRUE,177,446,0.446969697,0.333333333,0.78030303,"14.97866137",TRUE,FALSE
2011,2,FALSE,213,613,0.420118343,0.357142857,0.7772612,"13.12615618",TRUE,FALSE
2003,10,FALSE,62,260,0.271929825,0.265060241,0.536990066,"14.5574479",FALSE,FALSE
2011,2,FALSE,219,553,0.431952663,0.305454545,0.737407208,"13.10032225",TRUE,FALSE
2009,4,FALSE,92,362,0.293929712,0.28125,0.575179712,"13.10011777",TRUE,FALSE
2009,4,FALSE,98,271,0.406639004,0.312030075,0.718669079,"14.07787482",TRUE,FALSE
2002,11,FALSE,31,98,0.348314607,0.265957447,0.614272054,"13.59236701",FALSE,FALSE
2005,8,FALSE,138,347,0.439490446,0.266272189,0.705762635,"15.42494847",FALSE,FALSE
2004,9,FALSE,251,683,0.40483871,0.348484848,0.753323558,"15.60727003",FALSE,TRUE
2012,1,FALSE,251,652,0.422558923,0.310452418,0.733011341,"13.09045983",TRUE,FALSE
2012,1,FALSE,17,51,0.386363636,0.26,0.646363636,"13.08362255",TRUE,FALSE
2006,7,FALSE,93,248,0.424657534,0.268907563,0.693565097,"14.11561515",FALSE,FALSE
2009,4,FALSE,161,448,0.420365535,0.306818182,0.727183717,"14.69720985",TRUE,FALSE
2011,2,FALSE,176,537,0.364389234,0.284644195,0.649033429,"13.11251504",TRUE,FALSE
2012,1,FALSE,29,69,0.446153846,0.308823529,0.754977376,"13.08362255",TRUE,FALSE
2005,8,FALSE,68,262,0.307692308,0.263565891,0.571258199,"13.52782849",FALSE,FALSE
2012,1,FALSE,28,108,0.274509804,0.205607477,0.480117281,"13.0867362",TRUE,FALSE
2001,12,FALSE,280,620,0.499108734,0.304918033,0.804026767,"16.75994954",FALSE,FALSE
2008,5,FALSE,111,362,0.342592593,0.261971831,0.604564424,"15.27412558",FALSE,FALSE
2009,4,FALSE,204,568,0.395348837,0.342806394,0.738155232,"14.91412285",TRUE,FALSE
2011,2,TRUE,273,510,0.608017817,0.331349206,0.939367024,"13.08154138",TRUE,FALSE
2012,1,FALSE,45,157,0.319148936,0.291390728,0.610539665,"13.0867362",TRUE,FALSE
2009,4,FALSE,60,206,0.335195531,0.259803922,0.594999452,"14.62086973",TRUE,FALSE
2010,3,FALSE,164,544,0.332657201,0.274766355,0.607423556,"13.17590414",TRUE,FALSE
2001,12,FALSE,245,668,0.389507154,0.297256098,0.686763252,"16.70588232",FALSE,FALSE
2008,5,FALSE,134,445,0.328431373,0.262180974,0.590612347,"15.43242049",FALSE,FALSE
2008,5,FALSE,76,219,0.37254902,0.300925926,0.673474946,"14.37512635",FALSE,FALSE
2011,2,FALSE,116,374,0.348348348,0.303867403,0.652215752,"13.72849845",TRUE,FALSE
2009,4,FALSE,18,64,0.315789474,0.225806452,0.541595925,"13.10113974",TRUE,FALSE
2003,10,FALSE,214,525,0.474501109,0.328063241,0.80256435,"16.95642484",FALSE,FALSE
2010,3,FALSE,163,501,0.351293103,0.32790224,0.679195344,"13.10462498",TRUE,FALSE
2012,1,FALSE,108,290,0.398523985,0.272727273,0.671251258,"13.09375812",TRUE,FALSE
2007,6,FALSE,113,385,0.321022727,0.312997347,0.634020075,"14.03865411",FALSE,FALSE
2011,2,FALSE,93,360,0.289719626,0.271186441,0.560906067,"13.12020104",TRUE,FALSE
1991,22,FALSE,72,189,0.441717791,0.319148936,0.760866728,"14.03865411",FALSE,FALSE
2009,4,FALSE,126,434,0.336898396,0.317757009,0.654655405,"14.80876233",TRUE,FALSE
2002,11,FALSE,55,182,0.341614907,0.297142857,0.638757764,"14.99416555",FALSE,FALSE
2005,8,FALSE,41,108,0.440860215,0.301886792,0.742747008,"13.52782849",FALSE,FALSE
2005,8,FALSE,29,124,0.281553398,0.25210084,0.533654238,"13.65299163",FALSE,FALSE
2011,2,TRUE,267,589,0.490808824,0.30703259,0.797841414,"13.12236338",TRUE,FALSE
2007,6,FALSE,88,204,0.486187845,0.348258706,0.834446552,"15.92572376",FALSE,TRUE
2012,1,FALSE,67,185,0.391812865,0.305555556,0.697368421,"13.10462498",TRUE,FALSE
2006,7,TRUE,201,635,0.384321224,0.327974277,0.7122955,"16.39169974",FALSE,FALSE
2007,6,FALSE,260,631,0.453752182,0.300970874,0.754723055,"15.76142071",FALSE,FALSE
2008,5,FALSE,238,633,0.429602888,0.34244373,0.772046618,"15.75545049",FALSE,FALSE
2002,11,FALSE,46,179,0.283950617,0.251428571,0.535379189,"15.93127318",FALSE,FALSE
2003,10,FALSE,129,369,0.428571429,0.321937322,0.750508751,"16.54242922",FALSE,FALSE
2010,3,FALSE,90,304,0.339622642,0.30794702,0.647569661,"13.112717",TRUE,FALSE
2011,2,FALSE,39,132,0.30952381,0.217054264,0.526578073,"13.15192218",TRUE,FALSE
2011,2,FALSE,179,472,0.429256595,0.323913043,0.753169638,"14.20416855",TRUE,FALSE
2011,2,FALSE,224,543,0.443564356,0.294559099,0.738123456,"14.73180129",TRUE,FALSE
2003,10,FALSE,228,667,0.383193277,0.314329738,0.697523015,"16.06680236",FALSE,FALSE
1989,24,FALSE,43,163,0.281045752,0.26875,0.549795752,"13.52782849",FALSE,FALSE
2008,5,TRUE,212,493,0.56684492,0.41563786,0.98248278,"16.25005813",FALSE,TRUE
2011,2,FALSE,201,531,0.425847458,0.342307692,0.76815515,"13.12236338",TRUE,FALSE
2012,1,FALSE,135,511,0.304054054,0.299595142,0.603649196,"13.0867362",TRUE,FALSE
2006,7,FALSE,235,679,0.399659864,0.311746988,0.711406852,"16.21340583",FALSE,FALSE
1999,14,FALSE,98,262,0.403292181,0.277992278,0.681284459,"17.00134653",FALSE,FALSE
2003,10,FALSE,132,346,0.44,0.377906977,0.817906977,"16.42347726",FALSE,FALSE
2010,3,TRUE,229,597,0.435361217,0.316949153,0.752310369,"13.12236338",TRUE,FALSE
2003,10,FALSE,118,362,0.374603175,0.307909605,0.682512779,"15.20180492",FALSE,FALSE
2006,7,FALSE,272,619,0.524084778,0.34557596,0.869660738,"15.76142071",FALSE,FALSE
2010,3,FALSE,50,201,0.292397661,0.274193548,0.566591209,"13.09704557",TRUE,FALSE
2001,12,FALSE,15,78,0.211267606,0.175675676,0.386943281,"13.81551056",FALSE,FALSE
2012,1,FALSE,19,90,0.256756757,0.333333333,0.59009009,"13.08569939",TRUE,FALSE
2005,8,TRUE,286,686,0.492254733,0.35840708,0.850661813,"16.54009006",FALSE,TRUE
2005,8,FALSE,179,511,0.408675799,0.309572301,0.718248101,"16.32103649",FALSE,FALSE
2007,6,FALSE,141,363,0.433846154,0.307479224,0.741325378,"15.78959158",FALSE,FALSE
2007,6,FALSE,236,609,0.411149826,0.28907563,0.700225456,"15.72505306",FALSE,FALSE
2012,1,FALSE,78,196,0.448275862,0.363636364,0.811912226,"13.08362255",TRUE,FALSE
2002,11,FALSE,226,654,0.369885434,0.307573416,0.677458849,"16.59897579",FALSE,FALSE
2006,7,FALSE,276,649,0.477508651,0.32970451,0.807213161,"16.30041721",FALSE,FALSE
2007,6,FALSE,264,675,0.471428571,0.362951807,0.834380379,"15.36036728",FALSE,TRUE
